;Nome DP;Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;LatW;LongW
456;020 DP - Água Fria;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,4779;-46,6205
457;020 DP - Água Fria;ROUBO DE CARGA;2,0;2,0;3,0;1;1,0;4,0;1,0;1,0;1;...;...;...;16,0;-23,4779;-46,6205
458;020 DP - Água Fria;FURTO - OUTROS;120,0;99,0;113,0;118;123,0;131,0;115,0;123,0;110;...;...;...;1,052;-23,4779;-46,6205
459;020 DP - Água Fria;FURTO DE VEÍCULO;19,0;22,0;24,0;33;34,0;30,0;40,0;22,0;22;...;...;...;246,0;-23,4779;-46,6205
460;021 DP - Vila Matilde;HOMICÍDIO DOLOSO (2);0,0;0,0;0,0;1;0,0;0,0;1,0;1,0;0;...;...;...;3,0;-23,5367;-46,5271
461;021 DP - Vila Matilde;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0,0;0,0;0,0;1;0,0;0,0;1,0;1,0;0;...;...;...;3,0;-23,5367;-46,5271
462;021 DP - Vila Matilde;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5271
463;021 DP - Vila Matilde;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5271
464;021 DP - Vila Matilde;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;1,0;0,0;1,0;0;1,0;0,0;0,0;0,0;0;...;...;...;3,0;-23,5367;-46,5271
465;021 DP - Vila Matilde;HOMICÍDIO CULPOSO OUTROS;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5271
466;021 DP - Vila Matilde;TENTATIVA DE HOMICÍDIO;1,0;0,0;0,0;2;0,0;1,0;0,0;0,0;1;...;...;...;5,0;-23,5367;-46,5271
467;021 DP - Vila Matilde;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5271
468;021 DP - Vila Matilde;LESÃO CORPORAL DOLOSA;17,0;21,0;13,0;33;24,0;22,0;26,0;26,0;25;...;...;...;207,0;-23,5367;-46,5271
469;021 DP - Vila Matilde;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;11,0;13,0;20,0;10;18,0;25,0;8,0;19,0;14;...;...;...;138,0;-23,5367;-46,5271
470;021 DP - Vila Matilde;LESÃO CORPORAL CULPOSA - OUTRAS;1,0;2,0;6,0;3;4,0;1,0;2,0;0,0;0;...;...;...;19,0;-23,5367;-46,5271
471;021 DP - Vila Matilde;LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5271
472;021 DP - Vila Matilde;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5271
473;021 DP - Vila Matilde;TOTAL DE ESTUPRO (4);5,0;4,0;2,0;3;2,0;3,0;0,0;1,0;2;...;...;...;22,0;-23,5367;-46,5271
474;021 DP - Vila Matilde;ESTUPRO;2,0;0,0;0,0;0;2,0;1,0;0,0;0,0;1;...;...;...;6,0;-23,5367;-46,5271
475;021 DP - Vila Matilde;ESTUPRO DE VULNERÁVEL;3,0;4,0;2,0;3;0,0;2,0;0,0;1,0;1;...;...;...;16,0;-23,5367;-46,5271
476;021 DP - Vila Matilde;TOTAL DE ROUBO - OUTROS (1);100,0;78,0;87,0;89;78,0;95,0;108,0;94,0;123;...;...;...;852,0;-23,5367;-46,5271
477;021 DP - Vila Matilde;ROUBO - OUTROS;98,0;76,0;86,0;88;78,0;94,0;106,0;91,0;121;...;...;...;838,0;-23,5367;-46,5271
478;021 DP - Vila Matilde;ROUBO DE VEÍCULO;9,0;10,0;16,0;16;20,0;13,0;27,0;21,0;8;...;...;...;140,0;-23,5367;-46,5271
479;021 DP - Vila Matilde;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5271
480;021 DP - Vila Matilde;ROUBO DE CARGA;2,0;2,0;1,0;1;0,0;1,0;2,0;3,0;2;...;...;...;14,0;-23,5367;-46,5271
481;021 DP - Vila Matilde;FURTO - OUTROS;98,0;97,0;109,0;113;130,0;135,0;97,0;107,0;118;...;...;...;1,004;-23,5367;-46,5271
482;021 DP - Vila Matilde;FURTO DE VEÍCULO;44,0;43,0;48,0;42;50,0;56,0;57,0;50,0;40;...;...;...;430,0;-23,5367;-46,5271
483;022 DP - São Miguel Paulista;HOMICÍDIO DOLOSO (2);0,0;0,0;0,0;1;0,0;1,0;0,0;1,0;0;...;...;...;3,0;-23,4962;-46,4414
484;022 DP - São Miguel Paulista;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0,0;0,0;0,0;1;0,0;1,0;0,0;1,0;0;...;...;...;3,0;-23,4962;-46,4414
485;022 DP - São Miguel Paulista;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,4962;-46,4414
486;022 DP - São Miguel Paulista;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,4962;-46,4414
487;022 DP - São Miguel Paulista;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;1,0;1,0;0,0;0,0;0;...;...;...;2,0;-23,4962;-46,4414
488;022 DP - São Miguel Paulista;HOMICÍDIO CULPOSO OUTROS;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,4962;-46,4414
489;022 DP - São Miguel Paulista;TENTATIVA DE HOMICÍDIO;1,0;1,0;1,0;1;2,0;0,0;2,0;1,0;1;...;...;...;10,0;-23,4962;-46,4414
490;022 DP - São Miguel Paulista;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,4962;-46,4414
491;022 DP - São Miguel Paulista;LESÃO CORPORAL DOLOSA;17,0;14,0;26,0;37;29,0;27,0;29,0;21,0;24;...;...;...;224,0;-23,4962;-46,4414
492;022 DP - São Miguel Paulista;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;10,0;17,0;10,0;11;13,0;14,0;14,0;9,0;7;...;...;...;105,0;-23,4962;-46,4414
493;022 DP - São Miguel Paulista;LESÃO CORPORAL CULPOSA - OUTRAS;3,0;1,0;0,0;1;1,0;0,0;0,0;1,0;1;...;...;...;8,0;-23,4962;-46,4414
494;022 DP - São Miguel Paulista;LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,4962;-46,4414
495;022 DP - São Miguel Paulista;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,4962;-46,4414
496;022 DP - São Miguel Paulista;TOTAL DE ESTUPRO (4);1,0;0,0;2,0;2;5,0;0,0;1,0;1,0;4;...;...;...;16,0;-23,4962;-46,4414
497;022 DP - São Miguel Paulista;ESTUPRO;0,0;0,0;1,0;1;0,0;0,0;0,0;0,0;1;...;...;...;3,0;-23,4962;-46,4414
498;022 DP - São Miguel Paulista;ESTUPRO DE VULNERÁVEL;1,0;0,0;1,0;1;5,0;0,0;1,0;1,0;3;...;...;...;13,0;-23,4962;-46,4414
499;022 DP - São Miguel Paulista;TOTAL DE ROUBO - OUTROS (1);106,0;107,0;101,0;95;105,0;97,0;116,0;119,0;96;...;...;...;942,0;-23,4962;-46,4414
500;022 DP - São Miguel Paulista;ROUBO - OUTROS;102,0;103,0;100,0;92;104,0;95,0;112,0;116,0;93;...;...;...;917,0;-23,4962;-46,4414
501;022 DP - São Miguel Paulista;ROUBO DE VEÍCULO;32,0;10,0;22,0;20;19,0;16,0;22,0;19,0;13;...;...;...;173,0;-23,4962;-46,4414
502;022 DP - São Miguel Paulista;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,4962;-46,4414
503;022 DP - São Miguel Paulista;ROUBO DE CARGA;4,0;4,0;1,0;3;1,0;2,0;4,0;3,0;3;...;...;...;25,0;-23,4962;-46,4414
504;022 DP - São Miguel Paulista;FURTO - OUTROS;168,0;199,0;195,0;182;178,0;174,0;196,0;174,0;142;...;...;...;1,608;-23,4962;-46,4414
505;022 DP - São Miguel Paulista;FURTO DE VEÍCULO;27,0;27,0;35,0;20;41,0;34,0;28,0;30,0;18;...;...;...;260,0;-23,4962;-46,4414
506;023 DP - Perdizes;HOMICÍDIO DOLOSO (2);0,0;1,0;2,0;0;0,0;0,0;0,0;1,0;0;...;...;...;4,0;-23,5372;-46,6655
507;023 DP - Perdizes;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0,0;1,0;2,0;0;0,0;0,0;0,0;1,0;0;...;...;...;4,0;-23,5372;-46,6655
508;023 DP - Perdizes;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5372;-46,6655
509;023 DP - Perdizes;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5372;-46,6655
510;023 DP - Perdizes;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;4,0;0,0;1,0;0;0,0;0,0;0,0;0,0;0;...;...;...;5,0;-23,5372;-46,6655
511;023 DP - Perdizes;HOMICÍDIO CULPOSO OUTROS;0,0;1,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;1,0;-23,5372;-46,6655
512;023 DP - Perdizes;TENTATIVA DE HOMICÍDIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5372;-46,6655
513;023 DP - Perdizes;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5372;-46,6655
514;023 DP - Perdizes;LESÃO CORPORAL DOLOSA;15,0;21,0;36,0;28;21,0;32,0;29,0;16,0;14;...;...;...;212,0;-23,5372;-46,6655
515;023 DP - Perdizes;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;16,0;13,0;14,0;13;14,0;23,0;20,0;21,0;13;...;...;...;147,0;-23,5372;-46,6655
516;023 DP - Perdizes;LESÃO CORPORAL CULPOSA - OUTRAS;1,0;1,0;0,0;2;0,0;3,0;0,0;1,0;0;...;...;...;8,0;-23,5372;-46,6655
517;023 DP - Perdizes;LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5372;-46,6655
518;023 DP - Perdizes;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5372;-46,6655
519;023 DP - Perdizes;TOTAL DE ESTUPRO (4);3,0;1,0;2,0;3;0,0;1,0;3,0;3,0;1;...;...;...;17,0;-23,5372;-46,6655
520;023 DP - Perdizes;ESTUPRO;2,0;1,0;0,0;1;0,0;0,0;2,0;1,0;1;...;...;...;8,0;-23,5372;-46,6655
521;023 DP - Perdizes;ESTUPRO DE VULNERÁVEL;1,0;0,0;2,0;2;0,0;1,0;1,0;2,0;0;...;...;...;9,0;-23,5372;-46,6655
522;023 DP - Perdizes;TOTAL DE ROUBO - OUTROS (1);111,0;135,0;312,0;142;160,0;176,0;168,0;162,0;187;...;...;...;1,553;-23,5372;-46,6655
523;023 DP - Perdizes;ROUBO - OUTROS;111,0;133,0;312,0;142;159,0;175,0;168,0;162,0;185;...;...;...;1,547;-23,5372;-46,6655
524;023 DP - Perdizes;ROUBO DE VEÍCULO;7,0;3,0;13,0;10;4,0;8,0;8,0;4,0;5;...;...;...;62,0;-23,5372;-46,6655
525;023 DP - Perdizes;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;1;...;...;...;1,0;-23,5372;-46,6655
526;023 DP - Perdizes;ROUBO DE CARGA;0,0;2,0;0,0;0;1,0;1,0;0,0;0,0;1;...;...;...;5,0;-23,5372;-46,6655
527;023 DP - Perdizes;FURTO - OUTROS;495,0;567,0;1,365;644;729,0;543,0;528,0;606,0;691;...;...;...;6,167999999999999;-23,5372;-46,6655
528;023 DP - Perdizes;FURTO DE VEÍCULO;58,0;56,0;70,0;65;56,0;58,0;56,0;68,0;75;...;...;...;562,0;-23,5372;-46,6655
529;024 DP - Ponte Rasa;HOMICÍDIO DOLOSO (2);2,0;0,0;0,0;0;1,0;1,0;0,0;1,0;1;...;...;...;6,0;-23,5102;-46,4983
530;024 DP - Ponte Rasa;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);2,0;0,0;0,0;0;1,0;1,0;0,0;1,0;1;...;...;...;6,0;-23,5102;-46,4983
531;024 DP - Ponte Rasa;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5102;-46,4983
532;024 DP - Ponte Rasa;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5102;-46,4983
533;024 DP - Ponte Rasa;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;1,0;0,0;0,0;0;0,0;0,0;1,0;2,0;0;...;...;...;4,0;-23,5102;-46,4983
534;024 DP - Ponte Rasa;HOMICÍDIO CULPOSO OUTROS;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5102;-46,4983
535;024 DP - Ponte Rasa;TENTATIVA DE HOMICÍDIO;1,0;0,0;0,0;2;0,0;0,0;0,0;1,0;0;...;...;...;4,0;-23,5102;-46,4983
536;024 DP - Ponte Rasa;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5102;-46,4983
537;024 DP - Ponte Rasa;LESÃO CORPORAL DOLOSA;47,0;34,0;48,0;36;38,0;41,0;35,0;31,0;39;...;...;...;349,0;-23,5102;-46,4983
538;024 DP - Ponte Rasa;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;13,0;13,0;7,0;16;12,0;8,0;16,0;21,0;17;...;...;...;123,0;-23,5102;-46,4983
539;024 DP - Ponte Rasa;LESÃO CORPORAL CULPOSA - OUTRAS;1,0;1,0;3,0;0;2,0;1,0;1,0;0,0;0;...;...;...;9,0;-23,5102;-46,4983
540;024 DP - Ponte Rasa;LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5102;-46,4983
541;024 DP - Ponte Rasa;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5102;-46,4983
542;024 DP - Ponte Rasa;TOTAL DE ESTUPRO (4);5,0;3,0;5,0;4;3,0;7,0;1,0;2,0;5;...;...;...;35,0;-23,5102;-46,4983
543;024 DP - Ponte Rasa;ESTUPRO;1,0;1,0;1,0;1;0,0;3,0;0,0;0,0;0;...;...;...;7,0;-23,5102;-46,4983
544;024 DP - Ponte Rasa;ESTUPRO DE VULNERÁVEL;4,0;2,0;4,0;3;3,0;4,0;1,0;2,0;5;...;...;...;28,0;-23,5102;-46,4983
545;024 DP - Ponte Rasa;TOTAL DE ROUBO - OUTROS (1);99,0;64,0;87,0;89;80,0;91,0;104,0;81,0;85;...;...;...;780,0;-23,5102;-46,4983
546;024 DP - Ponte Rasa;ROUBO - OUTROS;96,0;64,0;87,0;87;78,0;90,0;104,0;78,0;84;...;...;...;768,0;-23,5102;-46,4983
547;024 DP - Ponte Rasa;ROUBO DE VEÍCULO;9,0;13,0;10,0;13;14,0;17,0;6,0;7,0;11;...;...;...;100,0;-23,5102;-46,4983
548;024 DP - Ponte Rasa;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5102;-46,4983
549;024 DP - Ponte Rasa;ROUBO DE CARGA;3,0;0,0;0,0;2;2,0;1,0;0,0;3,0;1;...;...;...;12,0;-23,5102;-46,4983
550;024 DP - Ponte Rasa;FURTO - OUTROS;172,0;124,0;148,0;144;159,0;148,0;130,0;138,0;132;...;...;...;1,295;-23,5102;-46,4983
551;024 DP - Ponte Rasa;FURTO DE VEÍCULO;43,0;68,0;51,0;49;65,0;54,0;47,0;44,0;35;...;...;...;456,0;-23,5102;-46,4983
552;025 DP - Parelheiros;HOMICÍDIO DOLOSO (2);2,0;2,0;0,0;4;1,0;1,0;2,0;3,0;2;...;...;...;17,0;-23,825;-46,7342
553;025 DP - Parelheiros;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);2,0;2,0;0,0;4;1,0;1,0;2,0;3,0;2;...;...;...;17,0;-23,825;-46,7342
554;025 DP - Parelheiros;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,825;-46,7342
555;025 DP - Parelheiros;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,825;-46,7342
556;025 DP - Parelheiros;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;1,0;0,0;0,0;2;0,0;0,0;0,0;2,0;0;...;...;...;5,0;-23,825;-46,7342
557;025 DP - Parelheiros;HOMICÍDIO CULPOSO OUTROS;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,825;-46,7342
558;025 DP - Parelheiros;TENTATIVA DE HOMICÍDIO;0,0;1,0;1,0;2;3,0;1,0;2,0;1,0;1;...;...;...;12,0;-23,825;-46,7342
559;025 DP - Parelheiros;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,825;-46,7342
560;025 DP - Parelheiros;LESÃO CORPORAL DOLOSA;50,0;42,0;38,0;30;37,0;42,0;29,0;37,0;44;...;...;...;349,0;-23,825;-46,7342
561;025 DP - Parelheiros;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;12,0;14,0;18,0;24;9,0;13,0;11,0;17,0;8;...;...;...;126,0;-23,825;-46,7342
562;025 DP - Parelheiros;LESÃO CORPORAL CULPOSA - OUTRAS;2,0;0,0;1,0;0;0,0;0,0;0,0;0,0;0;...;...;...;3,0;-23,825;-46,7342
563;025 DP - Parelheiros;LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,825;-46,7342
564;025 DP - Parelheiros;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,825;-46,7342
565;025 DP - Parelheiros;TOTAL DE ESTUPRO (4);6,0;2,0;7,0;1;11,0;4,0;4,0;2,0;2;...;...;...;39,0;-23,825;-46,7342
566;025 DP - Parelheiros;ESTUPRO;3,0;1,0;4,0;0;2,0;2,0;1,0;2,0;1;...;...;...;16,0;-23,825;-46,7342
567;025 DP - Parelheiros;ESTUPRO DE VULNERÁVEL;3,0;1,0;3,0;1;9,0;2,0;3,0;0,0;1;...;...;...;23,0;-23,825;-46,7342
568;025 DP - Parelheiros;TOTAL DE ROUBO - OUTROS (1);93,0;89,0;101,0;104;87,0;121,0;106,0;94,0;76;...;...;...;871,0;-23,825;-46,7342
569;025 DP - Parelheiros;ROUBO - OUTROS;93,0;87,0;99,0;102;85,0;120,0;103,0;92,0;75;...;...;...;856,0;-23,825;-46,7342
570;025 DP - Parelheiros;ROUBO DE VEÍCULO;21,0;13,0;12,0;16;15,0;15,0;11,0;21,0;11;...;...;...;135,0;-23,825;-46,7342
571;025 DP - Parelheiros;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,825;-46,7342
572;025 DP - Parelheiros;ROUBO DE CARGA;0,0;2,0;2,0;2;2,0;1,0;3,0;2,0;1;...;...;...;15,0;-23,825;-46,7342
573;025 DP - Parelheiros;FURTO - OUTROS;116,0;80,0;96,0;93;103,0;72,0;104,0;83,0;88;...;...;...;835,0;-23,825;-46,7342
574;025 DP - Parelheiros;FURTO DE VEÍCULO;10,0;11,0;18,0;17;14,0;13,0;10,0;14,0;9;...;...;...;116,0;-23,825;-46,7342
575;026 DP - Sacomã;HOMICÍDIO DOLOSO (2);0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6231;-46,602
576;026 DP - Sacomã;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6231;-46,602
577;026 DP - Sacomã;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6231;-46,602
578;026 DP - Sacomã;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6231;-46,602
579;026 DP - Sacomã;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;1,0;0,0;0;...;...;...;1,0;-23,6231;-46,602
580;026 DP - Sacomã;HOMICÍDIO CULPOSO OUTROS;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6231;-46,602
581;026 DP - Sacomã;TENTATIVA DE HOMICÍDIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6231;-46,602
582;026 DP - Sacomã;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6231;-46,602
583;026 DP - Sacomã;LESÃO CORPORAL DOLOSA;28,0;26,0;15,0;34;16,0;27,0;25,0;11,0;20;...;...;...;202,0;-23,6231;-46,602
584;026 DP - Sacomã;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;6,0;11,0;11,0;8;4,0;5,0;5,0;6,0;7;...;...;...;63,0;-23,6231;-46,602
585;026 DP - Sacomã;LESÃO CORPORAL CULPOSA - OUTRAS;2,0;0,0;0,0;0;1,0;1,0;1,0;1,0;0;...;...;...;6,0;-23,6231;-46,602
586;026 DP - Sacomã;LATROCÍNIO;1,0;0,0;0,0;1;0,0;0,0;0,0;0,0;1;...;...;...;3,0;-23,6231;-46,602
587;026 DP - Sacomã;Nº DE VÍTIMAS EM LATROCÍNIO;1,0;0,0;0,0;1;0,0;0,0;0,0;0,0;1;...;...;...;3,0;-23,6231;-46,602
588;026 DP - Sacomã;TOTAL DE ESTUPRO (4);1,0;1,0;1,0;0;1,0;0,0;1,0;0,0;0;...;...;...;5,0;-23,6231;-46,602
589;026 DP - Sacomã;ESTUPRO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6231;-46,602
590;026 DP - Sacomã;ESTUPRO DE VULNERÁVEL;1,0;1,0;1,0;0;1,0;0,0;1,0;0,0;0;...;...;...;5,0;-23,6231;-46,602
591;026 DP - Sacomã;TOTAL DE ROUBO - OUTROS (1);62,0;57,0;67,0;53;53,0;49,0;69,0;83,0;86;...;...;...;579,0;-23,6231;-46,602
592;026 DP - Sacomã;ROUBO - OUTROS;61,0;57,0;67,0;52;53,0;46,0;68,0;81,0;84;...;...;...;569,0;-23,6231;-46,602
593;026 DP - Sacomã;ROUBO DE VEÍCULO;18,0;20,0;21,0;18;20,0;18,0;21,0;21,0;18;...;...;...;175,0;-23,6231;-46,602
594;026 DP - Sacomã;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6231;-46,602
595;026 DP - Sacomã;ROUBO DE CARGA;1,0;0,0;0,0;1;0,0;3,0;1,0;2,0;2;...;...;...;10,0;-23,6231;-46,602
596;026 DP - Sacomã;FURTO - OUTROS;46,0;36,0;40,0;26;47,0;46,0;46,0;69,0;37;...;...;...;393,0;-23,6231;-46,602
597;026 DP - Sacomã;FURTO DE VEÍCULO;9,0;14,0;11,0;12;11,0;9,0;12,0;11,0;9;...;...;...;98,0;-23,6231;-46,602
598;027 DP - Campo Belo;HOMICÍDIO DOLOSO (2);0,0;0,0;0,0;0;2,0;0,0;0,0;1,0;0;...;...;...;3,0;-23,6153;-46,6751
599;027 DP - Campo Belo;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0,0;0,0;0,0;0;2,0;0,0;0,0;1,0;0;...;...;...;3,0;-23,6153;-46,6751
600;027 DP - Campo Belo;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6153;-46,6751
601;027 DP - Campo Belo;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6153;-46,6751
602;027 DP - Campo Belo;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6153;-46,6751
603;027 DP - Campo Belo;HOMICÍDIO CULPOSO OUTROS;0,0;1,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;1,0;-23,6153;-46,6751
604;027 DP - Campo Belo;TENTATIVA DE HOMICÍDIO;0,0;0,0;1,0;3;0,0;0,0;0,0;0,0;0;...;...;...;4,0;-23,6153;-46,6751
605;027 DP - Campo Belo;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6153;-46,6751
606;027 DP - Campo Belo;LESÃO CORPORAL DOLOSA;25,0;19,0;16,0;36;15,0;25,0;28,0;24,0;27;...;...;...;215,0;-23,6153;-46,6751
607;027 DP - Campo Belo;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;22,0;21,0;21,0;21;26,0;24,0;29,0;33,0;18;...;...;...;215,0;-23,6153;-46,6751
608;027 DP - Campo Belo;LESÃO CORPORAL CULPOSA - OUTRAS;2,0;1,0;1,0;3;2,0;4,0;5,0;7,0;8;...;...;...;33,0;-23,6153;-46,6751
609;027 DP - Campo Belo;LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6153;-46,6751
610;027 DP - Campo Belo;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6153;-46,6751
